gameId,trialNum,condition,chatEnabled,playerId,name,text,participantAction,type,repNum,blockNum,time,roundID,numPlayers,conditionName,playerResponse,playerUtility,responseRawUtility,blinded
cK5bFKgBKPiq4oCki,10,Cooperative,TRUE,KeFzoZMJA8QdqxspA,Minu,NA,Minu selected yellow_11 for 8.33 point(s),selectionAlert,4,1,18.36099984550476,RbTQPZFn9Z2SwnPCo,3,coopMulti,yellow_11,8.33333333333333,10,QxEW5vPLSHZusyB8n
cK5bFKgBKPiq4oCki,10,Cooperative,TRUE,8764R4gkq9ZG4mYvr,Repi,NA,Repi selected yellow_4 for 8.33 point(s),selectionAlert,4,1,18.543000005722046,RbTQPZFn9Z2SwnPCo,3,coopMulti,yellow_4,8.33333333333333,6,KeFzoZMJA8QdqxspA
cK5bFKgBKPiq4oCki,11,Cooperative,TRUE,QxEW5vPLSHZusyB8n,Laju,rose one with orange tips for me,NA,message,5,1,7.577000022888182,veMcydsf9mu46qGuG,3,coopMulti,NA,NA,NA,NA
cK5bFKgBKPiq4oCki,11,Cooperative,TRUE,8764R4gkq9ZG4mYvr,Repi,single dandylion,NA,message,5,1,19.497000099182127,veMcydsf9mu46qGuG,3,coopMulti,NA,NA,NA,NA
cK5bFKgBKPiq4oCki,11,Cooperative,TRUE,KeFzoZMJA8QdqxspA,Minu,cluster,NA,message,5,1,25.681000114440916,veMcydsf9mu46qGuG,3,coopMulti,NA,NA,NA,NA
cK5bFKgBKPiq4oCki,11,Cooperative,TRUE,8764R4gkq9ZG4mYvr,Repi,NA,Repi selected yellow_10 for 7 point(s),selectionAlert,5,1,28.339000106811522,veMcydsf9mu46qGuG,3,coopMulti,yellow_10,7,10,QxEW5vPLSHZusyB8n
cK5bFKgBKPiq4oCki,11,Cooperative,TRUE,KeFzoZMJA8QdqxspA,Minu,NA,Minu selected yellow_4 for 7 point(s),selectionAlert,5,1,28.821999908447264,veMcydsf9mu46qGuG,3,coopMulti,yellow_4,7,4,8764R4gkq9ZG4mYvr
cK5bFKgBKPiq4oCki,11,Cooperative,TRUE,QxEW5vPLSHZusyB8n,Laju,NA,Laju selected yellow_1 for 7 point(s),selectionAlert,5,1,27.176,veMcydsf9mu46qGuG,3,coopMulti,yellow_1,7,7,8764R4gkq9ZG4mYvr
cK5bFKgBKPiq4oCki,12,Cooperative,TRUE,KeFzoZMJA8QdqxspA,Minu,single dandilien,NA,message,0,2,6.827999984741211,k6WMj8jTnQHQEMbBA,3,coopMulti,NA,NA,NA,NA
cK5bFKgBKPiq4oCki,12,Cooperative,TRUE,QxEW5vPLSHZusyB8n,Laju,rose with orange tips again,NA,message,0,2,11.311000024795533,k6WMj8jTnQHQEMbBA,3,coopMulti,NA,NA,NA,NA
cK5bFKgBKPiq4oCki,12,Cooperative,TRUE,8764R4gkq9ZG4mYvr,Repi,droopy,NA,message,0,2,19.84000006866455,k6WMj8jTnQHQEMbBA,3,coopMulti,NA,NA,NA,NA
cK5bFKgBKPiq4oCki,12,Cooperative,TRUE,QxEW5vPLSHZusyB8n,Laju,NA,Laju selected yellow_1 for 8 point(s),selectionAlert,0,2,20.012,k6WMj8jTnQHQEMbBA,3,coopMulti,yellow_1,8,7,KeFzoZMJA8QdqxspA
cK5bFKgBKPiq4oCki,12,Cooperative,TRUE,KeFzoZMJA8QdqxspA,Minu,NA,Minu selected yellow_10 for 8 point(s),selectionAlert,0,2,22.794000064849854,k6WMj8jTnQHQEMbBA,3,coopMulti,yellow_10,8,11,QxEW5vPLSHZusyB8n
cK5bFKgBKPiq4oCki,12,Cooperative,TRUE,8764R4gkq9ZG4mYvr,Repi,NA,Repi selected yellow_11 for 8 point(s),selectionAlert,0,2,23.21500006866455,k6WMj8jTnQHQEMbBA,3,coopMulti,yellow_11,8,6,QxEW5vPLSHZusyB8n
cK5bFKgBKPiq4oCki,13,Cooperative,TRUE,QxEW5vPLSHZusyB8n,Laju,rose again,NA,message,1,2,1.9819999542236317,NtKNBGCxzALny2Ndu,3,coopMulti,NA,NA,NA,NA
cK5bFKgBKPiq4oCki,13,Cooperative,TRUE,KeFzoZMJA8QdqxspA,Minu,orange tips for me,NA,message,1,2,14.179999908447265,NtKNBGCxzALny2Ndu,3,coopMulti,NA,NA,NA,NA
cK5bFKgBKPiq4oCki,13,Cooperative,TRUE,8764R4gkq9ZG4mYvr,Repi,cluster,NA,message,1,2,14.256999811172484,NtKNBGCxzALny2Ndu,3,coopMulti,NA,NA,NA,NA
cK5bFKgBKPiq4oCki,13,Cooperative,TRUE,8764R4gkq9ZG4mYvr,Repi,NA,Repi selected yellow_4 for 8.67 point(s),selectionAlert,1,2,20.284,NtKNBGCxzALny2Ndu,3,coopMulti,yellow_4,8.66666666666667,5,KeFzoZMJA8QdqxspA
cK5bFKgBKPiq4oCki,13,Cooperative,TRUE,KeFzoZMJA8QdqxspA,Minu,NA,Minu selected yellow_1 for 8.67 point(s),selectionAlert,1,2,25.043999990463256,NtKNBGCxzALny2Ndu,3,coopMulti,yellow_1,8.66666666666667,12,8764R4gkq9ZG4mYvr
cK5bFKgBKPiq4oCki,13,Cooperative,TRUE,QxEW5vPLSHZusyB8n,Laju,NA,Laju selected yellow_10 for 8.67 point(s),selectionAlert,1,2,27.192999919891356,NtKNBGCxzALny2Ndu,3,coopMulti,yellow_10,8.66666666666667,9,8764R4gkq9ZG4mYvr
cK5bFKgBKPiq4oCki,14,Cooperative,TRUE,8764R4gkq9ZG4mYvr,Repi,daffodil,NA,message,2,2,7.92099990463257,vbkzM9vLdbPmZMBwL,3,coopMulti,NA,NA,NA,NA
cK5bFKgBKPiq4oCki,14,Cooperative,TRUE,KeFzoZMJA8QdqxspA,Minu,cluster of roses,NA,message,2,2,16.407999893188478,vbkzM9vLdbPmZMBwL,3,coopMulti,NA,NA,NA,NA
cK5bFKgBKPiq4oCki,14,Cooperative,TRUE,QxEW5vPLSHZusyB8n,Laju,NA,Laju selected yellow_7 for 8.33 point(s),selectionAlert,2,2,18.946,vbkzM9vLdbPmZMBwL,3,coopMulti,yellow_7,8.33333333333333,10,8764R4gkq9ZG4mYvr
cK5bFKgBKPiq4oCki,14,Cooperative,TRUE,KeFzoZMJA8QdqxspA,Minu,NA,Minu selected yellow_8 for 8.33 point(s),selectionAlert,2,2,22.70200004196167,vbkzM9vLdbPmZMBwL,3,coopMulti,yellow_8,8.33333333333333,7,8764R4gkq9ZG4mYvr
cK5bFKgBKPiq4oCki,14,Cooperative,TRUE,8764R4gkq9ZG4mYvr,Repi,NA,Repi selected yellow_9 for 8.33 point(s),selectionAlert,2,2,24.651999851226808,vbkzM9vLdbPmZMBwL,3,coopMulti,yellow_9,8.33333333333333,8,QxEW5vPLSHZusyB8n
cK5bFKgBKPiq4oCki,15,Cooperative,TRUE,QxEW5vPLSHZusyB8n,Laju,super dense yellow flowers for me,NA,message,3,2,9.942999959945677,hCyGcEwKGq6S4ZzmG,3,coopMulti,NA,NA,NA,NA
cK5bFKgBKPiq4oCki,15,Cooperative,TRUE,QxEW5vPLSHZusyB8n,Laju,the 4 of them,NA,message,3,2,11.83799994087219,hCyGcEwKGq6S4ZzmG,3,coopMulti,NA,NA,NA,NA
cK5bFKgBKPiq4oCki,15,Cooperative,TRUE,KeFzoZMJA8QdqxspA,Minu,single dandelion,NA,message,3,2,16.97999990081787,hCyGcEwKGq6S4ZzmG,3,coopMulti,NA,NA,NA,NA
cK5bFKgBKPiq4oCki,15,Cooperative,TRUE,8764R4gkq9ZG4mYvr,Repi,yeloow rose,NA,message,3,2,17.263999820709227,hCyGcEwKGq6S4ZzmG,3,coopMulti,NA,NA,NA,NA
cK5bFKgBKPiq4oCki,15,Cooperative,TRUE,QxEW5vPLSHZusyB8n,Laju,NA,Laju selected yellow_8 for 4 point(s),selectionAlert,3,2,17.426,hCyGcEwKGq6S4ZzmG,3,coopMulti,yellow_8,4,8,8764R4gkq9ZG4mYvr
cK5bFKgBKPiq4oCki,15,Cooperative,TRUE,8764R4gkq9ZG4mYvr,Repi,NA,Repi selected yellow_12 for 4 point(s),selectionAlert,3,2,20.52699983215332,hCyGcEwKGq6S4ZzmG,3,coopMulti,yellow_12,4,11,QxEW5vPLSHZusyB8n
cK5bFKgBKPiq4oCki,15,Cooperative,TRUE,KeFzoZMJA8QdqxspA,Minu,NA,Minu selected yellow_12 for 4 point(s),selectionAlert,3,2,22.227999807357786,hCyGcEwKGq6S4ZzmG,3,coopMulti,yellow_12,4,11,QxEW5vPLSHZusyB8n
cK5bFKgBKPiq4oCki,16,Cooperative,TRUE,QxEW5vPLSHZusyB8n,Laju,droopy one,NA,message,4,2,2.8200000171661372,cydKoWEpDgFwuy5J6,3,coopMulti,NA,NA,NA,NA
cK5bFKgBKPiq4oCki,16,Cooperative,TRUE,KeFzoZMJA8QdqxspA,Minu,sunflower,NA,message,4,2,7.617000186920166,cydKoWEpDgFwuy5J6,3,coopMulti,NA,NA,NA,NA
cK5bFKgBKPiq4oCki,16,Cooperative,TRUE,8764R4gkq9ZG4mYvr,Repi,cluster,NA,message,4,2,15.479000175476074,cydKoWEpDgFwuy5J6,3,coopMulti,NA,NA,NA,NA
